number,state,contributor,created_at,closed_at,title,labels
9452,closed,summoner001,2024-01-13 15:26:26+00:00,2024-01-13 17:20:20+00:00,Incorrect text is displayed after captured the sector,['bug']
9450,closed,ZeleniyKustik,2024-01-13 00:04:41+00:00,2024-01-13 00:07:03+00:00,The jump command is not displayed correctly,['bug']
9449,closed,SITUVNgcd,2024-01-12 12:58:32+00:00,2024-01-12 19:20:33+00:00,Surge Router malfunction.,['bug']
9448,closed,xXSEBASTIXx,2024-01-11 22:27:20+00:00,2024-01-12 19:16:46+00:00,Creo que es algo que deben arreglar.,['bug']
9445,closed,Snoop-Bob,2024-01-11 16:14:34+00:00,2024-01-12 20:13:18+00:00,"Crashed during gameplay, now crashes when rejoining map that it crashed on",['bug']
9440,closed,Ayushkiller,2024-01-07 16:17:15+00:00,2024-01-07 16:30:40+00:00,Everyone crashing in Eradication server.(Specifically in rapid gamemode),['bug']
9439,closed,arin-prashar,2024-01-07 15:25:09+00:00,2024-01-07 15:37:19+00:00,Game Crash,['bug']
9438,closed,summoner001,2024-01-07 12:53:20+00:00,2024-01-07 13:52:38+00:00,Missing item from the bundle files for translation,['bug']
9437,closed,Jeamorg,2024-01-07 11:23:23+00:00,2024-01-07 13:47:46+00:00,Crash Report,['bug']
9433,closed,EggleEgg,2024-01-04 19:27:33+00:00,2024-01-05 00:12:10+00:00,Units with different items can overstuff storage like bridges,['bug']
9432,closed,Guigui74,2024-01-04 18:41:39+00:00,2024-01-05 00:01:22+00:00,Can't unlock the planetary launcher,['bug']
9431,closed,TACO1221,2024-01-03 02:55:33+00:00,2024-01-03 19:20:19+00:00,"Strange ""Mismatched Versions,"" or ""Malformed Input,"" errors preventing multiplayer that I don't host.",['bug']
9430,closed,YmStrip,2024-01-02 21:12:28+00:00,2024-01-03 19:35:18+00:00,Item resolution,['bug']
9429,closed,InsertUser,2024-01-02 15:40:17+00:00,2024-01-03 21:34:04+00:00,Auto-pause doesn't occur for loss of window focus if focus is lost during landing animation. ,['bug']
9427,closed,Douile,2024-01-01 22:34:58+00:00,2024-01-03 20:01:58+00:00,Multiplayer lag spike when core enemy core is destroyed off-screen for host,['bug']
9425,closed,Alstin112,2024-01-01 19:01:44+00:00,2024-01-03 20:15:18+00:00,Auto-pause not working when leaving in world load,['bug']
9424,closed,SaigoN0Nozomi,2024-01-01 16:51:45+00:00,2024-01-03 19:33:37+00:00,Animated units damage effects,['bug']
9423,closed,SITUVNgcd,2024-01-01 09:13:09+00:00,2024-01-03 21:47:31+00:00,Edit tags item show incorrectlly on mobile devices,['bug']
9422,closed,Alstin112,2024-01-01 01:52:58+00:00,2024-01-03 19:26:18+00:00,When load a save the autopause don't work,['bug']
9421,closed,THEENDS8,2023-12-31 11:05:51+00:00,2024-01-03 19:33:29+00:00,world processor don't have some worldrules,['bug']
9420,closed,Alstin112,2023-12-30 21:25:59+00:00,2024-01-03 21:34:04+00:00,Conveyor-bridge collapsing with conveyors,['bug']
9419,closed,Some7hing0riginal,2023-12-30 18:03:00+00:00,2024-01-03 19:36:26+00:00,Crashed on loading into map,['bug']
9417,closed,EvanSucksAtCode,2023-12-30 02:34:36+00:00,2024-01-03 21:50:52+00:00,Tutorial stops progressing,['bug']
9412,closed,ogurhd,2023-12-29 12:39:14+00:00,2023-12-31 12:49:49+00:00,Crash (Oh No),['bug']
9410,closed,SiroG7,2023-12-27 20:31:31+00:00,2024-01-03 19:19:20+00:00,Mod browser not working,['bug']
9407,closed,Gvygex74,2023-12-25 06:01:18+00:00,2023-12-25 13:56:47+00:00,Bugs in campaign serpulo mode (sector 124),['bug']
9406,closed,DethDefier,2023-12-25 04:05:59+00:00,2023-12-25 04:21:35+00:00,Game doesn't render properly on 2008 iMac,['bug']
9405,closed,Alstin112,2023-12-24 21:21:23+00:00,2023-12-24 21:29:57+00:00,Log decoration backblue appear wrong in console.,['bug']
9404,closed,poiuytg,2023-12-24 20:48:18+00:00,2023-12-24 20:58:28+00:00,Save crashing,['bug']
9403,closed,nottisa,2023-12-24 18:14:33+00:00,2023-12-24 19:58:13+00:00,FDroid version is not cross compatible with other platforms.,['bug']
9402,closed,a4404z,2023-12-24 16:21:16+00:00,2023-12-24 16:36:58+00:00,Screen turns black after multi-monitor focus switching,['bug']
9400,closed,Haznobrain,2023-12-23 00:19:40+00:00,2023-12-23 01:13:05+00:00,Game doesn't load with certain mods for seeminlgy no reason,['bug']
9399,closed,game-stuff-official,2023-12-22 19:38:45+00:00,2023-12-23 03:16:42+00:00,Serpulo Turrets with parts show up in the wrong order.,['bug']
9398,closed,ArtemS2,2023-12-22 12:30:01+00:00,2023-12-22 12:53:09+00:00,I can't build a project for arm64 ubuntu,['bug']
9397,closed,Cloudy2011,2023-12-21 01:25:24+00:00,2023-12-21 01:54:21+00:00,Shuts down my game,['bug']
9396,closed,Deadly6666,2023-12-19 14:45:23+00:00,2023-12-19 15:57:52+00:00,Downloading Mod,['bug']
9394,closed,arin-prashar,2023-12-18 17:03:24+00:00,2023-12-18 18:02:32+00:00,Shader loading error for me,['bug']
9393,closed,Sharpy2349,2023-12-18 03:10:20+00:00,2023-12-18 04:13:04+00:00,"""Atlas"" Sector Glitch, Stuck in it",['bug']
9392,closed,Larofeticus,2023-12-17 20:14:29+00:00,2023-12-17 21:36:04+00:00,Mono AI decision making problem(s?),['bug']
9391,closed,Ghazzwaq,2023-12-17 17:20:11+00:00,2023-12-17 17:58:33+00:00,Cannot transfer game data from pc to ios,['bug']
9389,closed,YmStrip,2023-12-17 13:51:05+00:00,2023-12-17 14:26:47+00:00,"building read(writes){} & read(writes,revision){}",['bug']
9388,closed,maxyvisser,2023-12-17 09:32:31+00:00,2023-12-17 14:28:19+00:00,Megas' movement continuasly interrupted when moving to mining destination,['bug']
9387,closed,Comodo17,2023-12-17 05:20:50+00:00,2023-12-17 14:52:51+00:00,Frequent crashing when attempting to join servers,['bug']
9386,closed,a3skales,2023-12-17 02:04:58+00:00,2023-12-17 02:58:41+00:00,"Erekir campaign level ""Peaks"" bugged",['bug']
9384,closed,fallowmar,2023-12-16 19:52:41+00:00,2023-12-16 19:55:25+00:00,Bug when launching to Ground Zero after game is already in progress,['bug']
9380,closed,kill-john-lennon,2023-12-15 06:17:08+00:00,2023-12-15 13:43:09+00:00,Server issues.,['bug']
9379,closed,Comodo17,2023-12-14 03:22:49+00:00,2023-12-14 03:37:47+00:00,Can’t control possessed naval unit movement while building ,['bug']
9375,closed,Paladynee,2023-12-12 23:00:18+00:00,2023-12-13 01:32:57+00:00,avoid showing the stacktrace wherever applicable,['bug']
9373,closed,BalaM314,2023-12-12 08:19:10+00:00,2023-12-12 12:55:41+00:00,Console memory leaks and lags if large amounts of text are displayed,['bug']
9370,closed,9Two4,2023-12-10 20:29:43+00:00,2023-12-10 20:44:55+00:00,Un-Capturing Tar Fields,['bug']
9368,closed,Ariancarlos,2023-12-09 19:37:08+00:00,2023-12-09 19:39:10+00:00,Mass Driver Working Without Power ,['bug']
9366,closed,Ddobavka,2023-12-09 17:26:13+00:00,2023-12-09 17:27:35+00:00,Naval units pathfinder bug,['bug']
9359,closed,LeJaun,2023-12-08 16:06:54+00:00,2023-12-08 16:41:24+00:00,A shitload of guardian plus later waves enemies instantly spawned on Wave 2,['bug']
9354,closed,Gamer-art9044,2023-12-07 11:33:40+00:00,2023-12-07 12:19:16+00:00,the super-micro font,['bug']
9353,closed,antonilol,2023-12-07 08:40:50+00:00,2023-12-07 12:19:53+00:00,game crashed after destroying enemy core (likely rendering related),['bug']
9349,closed,ilvesBogdan,2023-12-05 08:19:28+00:00,2023-12-05 12:09:27+00:00,Critical Game Progression Bug on Planet Erekir: Unable to Advance in Mindustry Storyline,['bug']
9347,closed,ytrytio,2023-12-04 16:46:55+00:00,2023-12-04 17:05:06+00:00,Bug team building,['bug']
9343,closed,Mavment,2023-12-03 16:23:32+00:00,2023-12-03 17:11:41+00:00,Cursed screen update issue,['bug']
9342,closed,JasonP01,2023-12-03 00:57:38+00:00,2023-12-03 01:04:56+00:00,Construct Block spawns when it shouldnt,['bug']
9341,closed,Makar-Ts,2023-12-02 21:05:30+00:00,2023-12-02 21:47:45+00:00,Error with JUMP function when copying code from clipboard,['bug']
9336,closed,ytrytio,2023-12-01 18:03:11+00:00,2023-12-01 18:34:32+00:00,Erekir cloning core-units,['bug']
9335,closed,Murzik179,2023-12-01 00:19:09+00:00,2023-12-01 01:58:11+00:00,Game crashes,['bug']
9327,closed,naren932,2023-11-29 05:22:56+00:00,2023-11-29 06:57:33+00:00,Mindustry keeps crashing,['bug']
9325,closed,JojoFR1,2023-11-28 15:29:52+00:00,2023-11-28 19:59:49+00:00,Print draw align bottomLeft as null variable and wrong highlight ,['bug']
9322,closed,Dart25,2023-11-28 02:45:40+00:00,2023-11-28 10:28:42+00:00,Crash on latest BE build adding empty drawtext instruction and exiting.,['bug']
9320,closed,Ayushkiller,2023-11-27 17:01:43+00:00,2023-11-27 17:37:22+00:00,MULTIPLAYER AND MOD BROWSER NOT WORKING,['bug']
9317,closed,odis182,2023-11-26 19:25:31+00:00,2023-11-26 19:37:03+00:00,Hungry hungry ground factory,['bug']
9311,closed,Durmiendo,2023-11-24 15:13:46+00:00,2023-11-24 19:31:00+00:00,Bug a conveyers,['bug']
9301,closed,Rensen242,2023-11-21 22:35:24+00:00,2023-11-21 23:10:44+00:00,15k Resources in the Core,['bug']
9300,closed,nvcbl,2023-11-21 14:22:59+00:00,2023-11-21 17:19:45+00:00,Group intersects are partly broken,['bug']
9299,closed,skyon2,2023-11-20 08:51:28+00:00,2023-11-20 09:24:01+00:00,navannax can damage units at 0 crux unit damage multiplier,['bug']
9298,closed,SkyeTheFoxyFox,2023-11-19 14:04:09+00:00,2023-11-19 15:53:18+00:00,World Processors can be selected outside the editor by selecting another processor then clicking the wproc,['bug']
9296,closed,XxsuperdeadlysniperxX,2023-11-19 02:36:47+00:00,2023-11-19 02:46:33+00:00,Pathfind is broky #2 with the correct video this time,['bug']
9292,closed,Nghiem-HuyHung-11222608,2023-11-18 11:56:21+00:00,2023-11-18 13:16:33+00:00,Lost sector for no reason at all,['bug']
9291,closed,CoCo-Snow,2023-11-18 11:12:25+00:00,2023-11-18 13:16:02+00:00,Game Crashes when playing custom sound,['bug']
9287,closed,uygsd,2023-11-18 04:17:10+00:00,2023-11-18 04:25:53+00:00,｢Save & Quit｣→｢Quit｣,['bug']
9284,closed,XxsuperdeadlysniperxX,2023-11-17 01:33:41+00:00,2023-11-17 02:50:41+00:00,Pathfind is broky,['bug']
9281,closed,JeanJPNM,2023-11-14 22:54:17+00:00,2023-11-15 02:38:54+00:00,Integers with high value are not printed correctly,['bug']
9279,closed,swooboo,2023-11-14 16:00:53+00:00,2023-11-14 17:00:56+00:00,"""java.lang.IndexOutOfBoundsException"" when connecting to 23.88.73.88:14594",['bug']
9275,closed,ProstoProlletariy,2023-11-13 14:57:55+00:00,2023-11-13 17:38:00+00:00,Два ядра,['bug']
9272,closed,v0vaku7ub,2023-11-12 12:49:35+00:00,2023-11-12 12:56:03+00:00,Graphic card bug,['bug']
9269,closed,SaksefonTM,2023-11-12 11:29:55+00:00,2023-11-12 14:49:15+00:00,Achivement is given for a wrong thing,['bug']
9267,closed,markalbert7,2023-11-12 03:41:49+00:00,2023-11-12 03:51:52+00:00,Crash Encounter,['bug']
9265,closed,no112358,2023-11-11 22:18:20+00:00,2023-11-11 22:37:57+00:00,Rebind controls not working,['bug']
9260,closed,MagnumBasic,2023-11-10 05:52:31+00:00,2023-11-10 07:00:27+00:00,Save export issue,['bug']
9259,closed,aajkrvv,2023-11-09 07:56:28+00:00,2023-11-09 14:10:14+00:00,bouncing phenomenon,['bug']
9257,closed,ler0376,2023-11-08 10:57:51+00:00,2023-11-08 14:02:30+00:00,Bridge Pass Over chain falsely accepting items.,['bug']
9254,closed,Jocacaju,2023-11-07 21:22:21+00:00,2023-11-07 22:15:02+00:00,Bug report,['bug']
9252,closed,poggers16,2023-11-07 13:41:38+00:00,2023-11-07 13:51:23+00:00,Weird graphical artifacts when I run the game,['bug']
9250,closed,wang1986one,2023-11-07 01:46:07+00:00,2023-11-07 01:59:19+00:00,Launch Pad bug,['bug']
9248,closed,ApsZoldat,2023-11-06 18:03:16+00:00,2023-11-06 18:29:45+00:00,RTS Control Bug,['bug']
9247,closed,DaWolfyGamer,2023-11-06 10:10:14+00:00,2023-11-06 13:59:43+00:00,monos mining ore outside the map,['bug']
9246,closed,wang1986one,2023-11-06 01:54:33+00:00,2023-11-06 02:14:43+00:00,Unit summoning issue,['bug']
9242,closed,X1nnh,2023-11-05 10:34:45+00:00,2023-11-05 13:30:21+00:00,Map not loading,['bug']
9239,closed,JasonP01,2023-11-04 20:52:23+00:00,2023-11-04 21:38:58+00:00,Unit Id overflow,['bug']
9238,closed,lutz-fechner,2023-11-04 20:51:06+00:00,2023-11-04 21:35:51+00:00,Can't start in Raspberry PI 5 with current Raspberry OS,['bug']
9232,closed,zeutd,2023-11-04 00:11:33+00:00,2023-11-04 00:18:57+00:00,JSON Modded Status effects doesn't reacts with others ,['bug']
9225,closed,MisiekDP,2023-11-01 21:33:09+00:00,2023-11-01 21:53:44+00:00,OutOfMemoryError,['bug']
9224,closed,Alstin112,2023-11-01 20:18:36+00:00,2023-11-01 20:30:40+00:00,Schematic builder getting erased with block breaking selector,['bug']
9222,closed,TagGamer555,2023-11-01 12:38:41+00:00,2023-11-01 12:52:01+00:00,Discord streaming does this to editor UI on the left,['bug']
9220,closed,Austincraf1,2023-10-31 19:31:10+00:00,2023-10-31 19:51:14+00:00,Crash when destroying an enemy core,['bug']
9216,closed,squi2rel,2023-10-30 12:12:08+00:00,2023-10-30 13:45:53+00:00,while(true) problem,['bug']
9213,closed,Cxyu629,2023-10-29 06:52:33+00:00,2023-10-29 14:23:31+00:00,UI bug for anglediff operation ,['bug']
9212,closed,Cxyu629,2023-10-29 06:47:20+00:00,2023-10-29 14:29:22+00:00,Angle operation in processors being inaccurate,['bug']
9208,closed,Kenny-Ofc,2023-10-28 08:47:50+00:00,2023-10-28 13:29:35+00:00,Mindustry Crashed,['bug']
9200,closed,overdramaticpanromantic,2023-10-25 20:17:56+00:00,2023-10-26 11:16:13+00:00,ShallowLiquid not working in (H)JSON,['bug']
9197,closed,ljnacnud,2023-10-24 01:35:34+00:00,2023-10-24 01:48:01+00:00,save data lost/switched,['bug']
9196,closed,DracarisRegalis,2023-10-23 20:33:16+00:00,2023-10-23 21:54:56+00:00,Galaxy s7,['bug']
9195,closed,SirDilbet,2023-10-23 15:08:39+00:00,2023-10-23 15:34:57+00:00,Heat duplicating with 2x2 heat producing blocks + neoplasia reactor,['bug']
9193,closed,Aotenshin,2023-10-22 18:09:31+00:00,2023-10-22 19:19:59+00:00,Camera lag with Pixelate option turned on.,['bug']
9192,closed,delinter,2023-10-22 15:15:04+00:00,2023-10-22 15:23:22+00:00,pixel 4a5g,['bug']
9184,closed,BasedUser,2023-10-21 07:41:21+00:00,2023-10-21 13:11:43+00:00,Unit thrusters break after 15 hours of gameplay,['bug']
9183,closed,brlinf-06398,2023-10-21 07:37:03+00:00,2023-10-21 13:11:53+00:00,crash,['bug']
9181,closed,mahdoosh1,2023-10-20 15:11:55+00:00,2023-10-20 15:34:02+00:00,Cannot run ./sdkmanager --licenses,['bug']
9180,closed,unanmed,2023-10-20 11:08:25+00:00,2023-10-20 13:11:26+00:00,"[Bug]When declaring too many variables, Mindustry throws an error.",['bug']
9173,closed,DVD27,2023-10-15 15:06:40+00:00,2023-10-15 15:26:33+00:00,Campaign Mode - Enemy turret seem have infinite resource,['bug']
9172,closed,Dususkerman,2023-10-15 07:39:15+00:00,2023-10-15 13:36:45+00:00,The game crashes,['bug']
9166,closed,JasonP01,2023-10-13 21:33:26+00:00,2023-10-15 13:52:15+00:00,/sync removes effects from client,['bug']
9164,closed,Kostr8,2023-10-13 14:51:57+00:00,2023-10-13 15:00:49+00:00,Computer and fone ,['bug']
9163,closed,AFARIUS,2023-10-13 14:27:50+00:00,2023-10-13 15:04:40+00:00,Mono rts AI broken,['bug']
9162,closed,TopCatTC,2023-10-13 08:22:06+00:00,2023-10-13 13:22:56+00:00,Logic display draw limit,['bug']
9159,closed,Greendragon00,2023-10-12 20:49:34+00:00,2023-10-13 02:15:14+00:00,Transferring save data,['bug']
9156,closed,Jackson11500,2023-10-12 04:19:15+00:00,2023-10-12 14:38:52+00:00,Mobile cannot get message from MessageBlock while configurating (BE),['bug']
9153,closed,Unexian,2023-10-11 08:26:32+00:00,2023-10-11 12:53:42+00:00,#9070 is still in effect,['bug']
9152,closed,endcr,2023-10-11 01:36:23+00:00,2023-10-12 12:30:06+00:00,Unit depositing breaks progression in Ravine,['bug']
9150,closed,Entreaver,2023-10-10 10:13:59+00:00,2023-10-10 13:48:45+00:00,Can't launch to Ravine,['bug']
9148,closed,Kenny-Ofc,2023-10-09 05:04:21+00:00,2023-10-09 14:05:41+00:00,Shockwave Tower and Regen Projector doesn't Configure Correctly at Southern Enemy Base. Erekir Sector Origin.,['bug']
9146,closed,Arial1102,2023-10-08 11:17:35+00:00,2023-10-08 15:15:04+00:00,Save scheme,['bug']
9143,closed,justintimetodosmth,2023-10-07 05:06:23+00:00,2023-10-07 05:23:45+00:00,Peaks Early Attack Results In Ghost Core,['bug']
9139,closed,Comodo17,2023-10-05 19:30:21+00:00,2023-10-05 19:37:30+00:00,very quickly Clicking the show all servers button results in a crash,['bug']
9132,closed,Miniontoby,2023-10-03 15:07:03+00:00,2023-10-03 15:16:19+00:00,Multiplayer menu loads very slow,['bug']
9131,closed,Odepax,2023-10-02 16:34:00+00:00,2023-10-02 16:55:14+00:00,Editor: Mirror does mirror blocks,['bug']
9128,closed,nachitodev,2023-10-01 19:15:59+00:00,2023-10-01 19:17:14+00:00,Android TV Buttons don't working.,['bug']
9121,closed,squi2rel,2023-10-01 00:23:42+00:00,2023-10-01 01:09:18+00:00,Domes can work without consuming resources,['bug']
9116,closed,SkyeTheFoxyFox,2023-09-30 01:18:14+00:00,2023-09-30 01:25:27+00:00,"world proc explosion ""effect"" argument doesn't work",['bug']
9109,closed,JasonP01,2023-09-29 01:55:35+00:00,2023-09-29 01:58:55+00:00,Int values incorrectly adding via operation in logic,['bug']
9101,closed,schooldanlp6,2023-09-27 15:14:29+00:00,2023-09-27 15:45:03+00:00,Mindustry on arm64 machines,['bug']
9098,closed,Kenny-Ofc,2023-09-27 00:45:18+00:00,2023-09-27 01:25:56+00:00,Cultivator Efficiency Bug,['bug']
9097,closed,Noname4568,2023-09-26 17:44:10+00:00,2023-09-26 18:09:43+00:00,Телефон (realme 9 pro) ,['bug']
9094,closed,AustralEpitech,2023-09-26 08:53:35+00:00,2023-09-26 12:30:26+00:00,Sector stays selected when changing planet,['bug']
9092,closed,MindustryGuy,2023-09-24 20:41:22+00:00,2023-09-24 20:51:41+00:00,Surge metal inefficiency,['bug']
9083,closed,Hdbdiegc7whd,2023-09-22 14:26:35+00:00,2023-09-22 16:32:35+00:00,Immortal unit,['bug']
9077,closed,JeanJPNM,2023-09-20 14:55:26+00:00,2023-09-20 15:00:08+00:00,Writing an object value into `@counter` makes it inacessible,['bug']
9076,closed,DALLORDCR,2023-09-20 10:48:43+00:00,2023-09-20 14:10:13+00:00,Bug on serpulo with waves,['bug']
9075,closed,Domaman202,2023-09-19 23:27:04+00:00,2023-09-20 00:07:40+00:00,[BUG] Crash,['bug']
9070,closed,Unexian,2023-09-19 08:14:09+00:00,2023-09-19 13:12:23+00:00,Input crash on unfocus,['bug']
9066,closed,FumpFur,2023-09-18 07:07:52+00:00,2023-09-18 13:22:40+00:00,Impact 0078 bug,['bug']
9061,closed,TheGamer1002,2023-09-15 18:35:03+00:00,2023-09-15 21:02:46+00:00,Objectives on map do not persist between play sessions,['bug']
9060,closed,Rafaal1104,2023-09-15 18:12:28+00:00,2023-09-15 18:20:13+00:00,Latum need in mindustry for creating maps with beta content,['bug']
9057,closed,MuhammadDwiKrisbiantoro,2023-09-15 05:50:31+00:00,2023-09-15 13:38:42+00:00,Audio issue,['bug']
9056,closed,Babib3l3l,2023-09-14 19:55:30+00:00,2023-09-14 20:33:58+00:00,mod browsing and github search feature not working,['bug']
9055,closed,hosve,2023-09-14 18:05:30+00:00,2023-09-14 18:34:09+00:00,Sublimate consumes ammo without shooting,['bug']
9054,closed,BugendaiSan,2023-09-14 02:58:31+00:00,2023-09-14 03:27:31+00:00,Mindustry (Stuck In the cloud),['bug']
9053,closed,Rafaal1104,2023-09-12 18:18:30+00:00,2023-09-12 18:24:27+00:00,Unit control not correct with @latum and @renale,['bug']
9051,closed,Internetx777max,2023-09-12 07:51:51+00:00,2023-09-12 15:34:36+00:00,Unable to import data on iOS,['bug']
9050,closed,Haramot,2023-09-12 00:47:08+00:00,2023-09-12 01:19:09+00:00,I Can't download mods,['bug']
9049,closed,JasonP01,2023-09-11 22:24:24+00:00,2023-09-12 00:00:31+00:00,"Save file for ""Client side heat bug""",['bug']
