number,state,contributor,created_at,closed_at,title,labels,resolution_time
9512,closed,nanmenyangde,2024-02-03 05:44:17+00:00,2024-02-05 00:09:44+00:00,missles explode on underbullet buildings,['bug'],42.424166666666665
9511,closed,BalaM314,2024-02-02 15:42:40+00:00,2024-02-02 15:52:00+00:00,disposeevent is not fired server side,['bug'],0.15555555555555556
9509,closed,MertDemirhan2,2024-02-01 18:03:32+00:00,2024-02-01 18:25:20+00:00,servers not loading,['bug'],0.36333333333333334
9508,closed,nanmenyangde,2024-02-01 10:18:53+00:00,2024-02-01 15:04:00+00:00,the objectives are displayed outside the screen,['bug'],4.751944444444445
9497,closed,mindusters,2024-01-27 15:45:55+00:00,2024-01-27 16:34:45+00:00,help me please!!!,['bug'],0.8138888888888889
9495,closed,limonovthesecond2,2024-01-27 12:35:30+00:00,2024-01-27 14:20:31+00:00,unloader doesn't work with phase conveyor,['bug'],1.7502777777777778
9490,closed,00001H,2024-01-26 14:05:49+00:00,2024-01-26 15:11:29+00:00,erekir / basin: lower left core does not count towards nuke trigger,['bug'],1.0944444444444446
9489,closed,ZenXSin,2024-01-26 10:17:20+00:00,2024-01-26 13:11:46+00:00,mindustry will use a huge amount of memory at startup,['bug'],2.9072222222222224
9488,closed,Barutcu20,2024-01-25 18:33:44+00:00,2024-01-25 18:49:58+00:00,poco x3 pro,['bug'],0.27055555555555555
9477,closed,Ziron528,2024-01-20 06:26:54+00:00,2024-01-20 13:02:40+00:00,error,['bug'],6.596111111111111
9476,closed,O-The-D,2024-01-20 00:10:03+00:00,2024-01-20 00:56:27+00:00,phase conveyors/bridges autobuild pathfinding incorrect,['bug'],0.7733333333333333
9472,closed,MPJCUIS,2024-01-19 03:13:05+00:00,2024-01-19 13:12:53+00:00,unable to control units in command mode.,['bug'],9.996666666666666
9469,closed,SITUVNgcd,2024-01-18 14:16:21+00:00,2024-01-18 14:45:44+00:00,multi-liquid ammo turret issue.,['bug'],0.4897222222222222
9465,closed,Bobrus10,2024-01-17 10:22:42+00:00,2024-01-17 13:43:40+00:00,не локализировано,['bug'],3.3494444444444444
9464,closed,FunyValentineD4C,2024-01-17 08:58:19+00:00,2024-01-17 13:43:30+00:00,mindustry вылетает с ошибкой,['bug'],4.753055555555555
9463,closed,PikarizardCharikachu,2024-01-17 08:05:27+00:00,2024-01-17 13:51:22+00:00,music is not queueing when game is paused,['bug'],5.7652777777777775
9462,closed,tdpo2,2024-01-17 07:37:29+00:00,2024-01-20 13:10:32+00:00,donation,['bug'],77.55083333333333
9459,closed,itush20,2024-01-16 20:21:34+00:00,2024-01-16 22:01:55+00:00,tantros-revealing mods bug,['bug'],1.6725
9458,closed,Lorence12312,2024-01-16 18:36:46+00:00,2024-01-16 19:36:38+00:00,bug 5mins after playing on multiplayer,['bug'],0.9977777777777778
9452,closed,summoner001,2024-01-13 15:26:26+00:00,2024-01-13 17:20:20+00:00,incorrect text is displayed after captured the sector,['bug'],1.8983333333333334
9450,closed,ZeleniyKustik,2024-01-13 00:04:41+00:00,2024-01-13 00:07:03+00:00,the jump command is not displayed correctly,['bug'],0.03944444444444444
9449,closed,SITUVNgcd,2024-01-12 12:58:32+00:00,2024-01-12 19:20:33+00:00,surge router malfunction.,['bug'],6.366944444444444
9448,closed,xXSEBASTIXx,2024-01-11 22:27:20+00:00,2024-01-12 19:16:46+00:00,creo que es algo que deben arreglar.,['bug'],20.823888888888888
9445,closed,Snoop-Bob,2024-01-11 16:14:34+00:00,2024-01-12 20:13:18+00:00,"crashed during gameplay, now crashes when rejoining map that it crashed on",['bug'],27.97888888888889
9440,closed,Ayushkiller,2024-01-07 16:17:15+00:00,2024-01-07 16:30:40+00:00,everyone crashing in eradication server.(specifically in rapid gamemode),['bug'],0.22361111111111112
9439,closed,arin-prashar,2024-01-07 15:25:09+00:00,2024-01-07 15:37:19+00:00,game crash,['bug'],0.20277777777777778
9438,closed,summoner001,2024-01-07 12:53:20+00:00,2024-01-07 13:52:38+00:00,missing item from the bundle files for translation,['bug'],0.9883333333333333
9437,closed,Jeamorg,2024-01-07 11:23:23+00:00,2024-01-07 13:47:46+00:00,crash report,['bug'],2.406388888888889
9433,closed,EggleEgg,2024-01-04 19:27:33+00:00,2024-01-05 00:12:10+00:00,units with different items can overstuff storage like bridges,['bug'],4.743611111111111
9432,closed,Guigui74,2024-01-04 18:41:39+00:00,2024-01-05 00:01:22+00:00,can't unlock the planetary launcher,['bug'],5.328611111111111
9431,closed,TACO1221,2024-01-03 02:55:33+00:00,2024-01-03 19:20:19+00:00,"strange ""mismatched versions,"" or ""malformed input,"" errors preventing multiplayer that i don't host.",['bug'],16.412777777777777
9430,closed,YmStrip,2024-01-02 21:12:28+00:00,2024-01-03 19:35:18+00:00,item resolution,['bug'],22.380555555555556
9429,closed,InsertUser,2024-01-02 15:40:17+00:00,2024-01-03 21:34:04+00:00,auto-pause doesn't occur for loss of window focus if focus is lost during landing animation. ,['bug'],29.89638888888889
9427,closed,Douile,2024-01-01 22:34:58+00:00,2024-01-03 20:01:58+00:00,multiplayer lag spike when core enemy core is destroyed off-screen for host,['bug'],45.45
9425,closed,Alstin112,2024-01-01 19:01:44+00:00,2024-01-03 20:15:18+00:00,auto-pause not working when leaving in world load,['bug'],49.22611111111111
9424,closed,SaigoN0Nozomi,2024-01-01 16:51:45+00:00,2024-01-03 19:33:37+00:00,animated units damage effects,['bug'],50.69777777777778
9423,closed,SITUVNgcd,2024-01-01 09:13:09+00:00,2024-01-03 21:47:31+00:00,edit tags item show incorrectlly on mobile devices,['bug'],60.57277777777778
9422,closed,Alstin112,2024-01-01 01:52:58+00:00,2024-01-03 19:26:18+00:00,when load a save the autopause don't work,['bug'],65.55555555555556
9421,closed,THEENDS8,2023-12-31 11:05:51+00:00,2024-01-03 19:33:29+00:00,world processor don't have some worldrules,['bug'],80.46055555555556
9420,closed,Alstin112,2023-12-30 21:25:59+00:00,2024-01-03 21:34:04+00:00,conveyor-bridge collapsing with conveyors,['bug'],96.13472222222222
9419,closed,Some7hing0riginal,2023-12-30 18:03:00+00:00,2024-01-03 19:36:26+00:00,crashed on loading into map,['bug'],97.55722222222222
9417,closed,EvanSucksAtCode,2023-12-30 02:34:36+00:00,2024-01-03 21:50:52+00:00,tutorial stops progressing,['bug'],115.27111111111111
9412,closed,ogurhd,2023-12-29 12:39:14+00:00,2023-12-31 12:49:49+00:00,crash (oh no),['bug'],48.17638888888889
9410,closed,SiroG7,2023-12-27 20:31:31+00:00,2024-01-03 19:19:20+00:00,mod browser not working,['bug'],166.79694444444445
9407,closed,Gvygex74,2023-12-25 06:01:18+00:00,2023-12-25 13:56:47+00:00,bugs in campaign serpulo mode (sector 124),['bug'],7.924722222222222
9406,closed,DethDefier,2023-12-25 04:05:59+00:00,2023-12-25 04:21:35+00:00,game doesn't render properly on 2008 imac,['bug'],0.26
9405,closed,Alstin112,2023-12-24 21:21:23+00:00,2023-12-24 21:29:57+00:00,log decoration backblue appear wrong in console.,['bug'],0.14277777777777778
9404,closed,poiuytg,2023-12-24 20:48:18+00:00,2023-12-24 20:58:28+00:00,save crashing,['bug'],0.16944444444444445
9403,closed,nottisa,2023-12-24 18:14:33+00:00,2023-12-24 19:58:13+00:00,fdroid version is not cross compatible with other platforms.,['bug'],1.7277777777777779
9402,closed,a4404z,2023-12-24 16:21:16+00:00,2023-12-24 16:36:58+00:00,screen turns black after multi-monitor focus switching,['bug'],0.26166666666666666
9400,closed,Haznobrain,2023-12-23 00:19:40+00:00,2023-12-23 01:13:05+00:00,game doesn't load with certain mods for seeminlgy no reason,['bug'],0.8902777777777777
9399,closed,game-stuff-official,2023-12-22 19:38:45+00:00,2023-12-23 03:16:42+00:00,serpulo turrets with parts show up in the wrong order.,['bug'],7.6325
9398,closed,ArtemS2,2023-12-22 12:30:01+00:00,2023-12-22 12:53:09+00:00,i can't build a project for arm64 ubuntu,['bug'],0.38555555555555554
9397,closed,Cloudy2011,2023-12-21 01:25:24+00:00,2023-12-21 01:54:21+00:00,shuts down my game,['bug'],0.4825
9396,closed,Deadly6666,2023-12-19 14:45:23+00:00,2023-12-19 15:57:52+00:00,downloading mod,['bug'],1.2080555555555557
9394,closed,arin-prashar,2023-12-18 17:03:24+00:00,2023-12-18 18:02:32+00:00,shader loading error for me,['bug'],0.9855555555555555
9393,closed,Sharpy2349,2023-12-18 03:10:20+00:00,2023-12-18 04:13:04+00:00,"""atlas"" sector glitch, stuck in it",['bug'],1.0455555555555556
9392,closed,Larofeticus,2023-12-17 20:14:29+00:00,2023-12-17 21:36:04+00:00,mono ai decision making problem(s?),['bug'],1.3597222222222223
9391,closed,Ghazzwaq,2023-12-17 17:20:11+00:00,2023-12-17 17:58:33+00:00,cannot transfer game data from pc to ios,['bug'],0.6394444444444445
9389,closed,YmStrip,2023-12-17 13:51:05+00:00,2023-12-17 14:26:47+00:00,"building read(writes){} & read(writes,revision){}",['bug'],0.595
9388,closed,maxyvisser,2023-12-17 09:32:31+00:00,2023-12-17 14:28:19+00:00,megas' movement continuasly interrupted when moving to mining destination,['bug'],4.93
9387,closed,Comodo17,2023-12-17 05:20:50+00:00,2023-12-17 14:52:51+00:00,frequent crashing when attempting to join servers,['bug'],9.533611111111112
9386,closed,a3skales,2023-12-17 02:04:58+00:00,2023-12-17 02:58:41+00:00,"erekir campaign level ""peaks"" bugged",['bug'],0.8952777777777777
9384,closed,fallowmar,2023-12-16 19:52:41+00:00,2023-12-16 19:55:25+00:00,bug when launching to ground zero after game is already in progress,['bug'],0.04555555555555556
9380,closed,kill-john-lennon,2023-12-15 06:17:08+00:00,2023-12-15 13:43:09+00:00,server issues.,['bug'],7.433611111111111
9379,closed,Comodo17,2023-12-14 03:22:49+00:00,2023-12-14 03:37:47+00:00,can’t control possessed naval unit movement while building ,['bug'],0.24944444444444444
9375,closed,Paladynee,2023-12-12 23:00:18+00:00,2023-12-13 01:32:57+00:00,avoid showing the stacktrace wherever applicable,['bug'],2.5441666666666665
9373,closed,BalaM314,2023-12-12 08:19:10+00:00,2023-12-12 12:55:41+00:00,console memory leaks and lags if large amounts of text are displayed,['bug'],4.608611111111111
9370,closed,9Two4,2023-12-10 20:29:43+00:00,2023-12-10 20:44:55+00:00,un-capturing tar fields,['bug'],0.25333333333333335
9368,closed,Ariancarlos,2023-12-09 19:37:08+00:00,2023-12-09 19:39:10+00:00,mass driver working without power ,['bug'],0.03388888888888889
9366,closed,Ddobavka,2023-12-09 17:26:13+00:00,2023-12-09 17:27:35+00:00,naval units pathfinder bug,['bug'],0.02277777777777778
9359,closed,LeJaun,2023-12-08 16:06:54+00:00,2023-12-08 16:41:24+00:00,a shitload of guardian plus later waves enemies instantly spawned on wave 2,['bug'],0.575
9354,closed,Gamer-art9044,2023-12-07 11:33:40+00:00,2023-12-07 12:19:16+00:00,the super-micro font,['bug'],0.76
9353,closed,antonilol,2023-12-07 08:40:50+00:00,2023-12-07 12:19:53+00:00,game crashed after destroying enemy core (likely rendering related),['bug'],3.6508333333333334
9349,closed,ilvesBogdan,2023-12-05 08:19:28+00:00,2023-12-05 12:09:27+00:00,critical game progression bug on planet erekir: unable to advance in mindustry storyline,['bug'],3.8330555555555557
9347,closed,ytrytio,2023-12-04 16:46:55+00:00,2023-12-04 17:05:06+00:00,bug team building,['bug'],0.3030555555555556
9343,closed,Mavment,2023-12-03 16:23:32+00:00,2023-12-03 17:11:41+00:00,cursed screen update issue,['bug'],0.8025
9342,closed,JasonP01,2023-12-03 00:57:38+00:00,2023-12-03 01:04:56+00:00,construct block spawns when it shouldnt,['bug'],0.12166666666666667
9341,closed,Makar-Ts,2023-12-02 21:05:30+00:00,2023-12-02 21:47:45+00:00,error with jump function when copying code from clipboard,['bug'],0.7041666666666667
9336,closed,ytrytio,2023-12-01 18:03:11+00:00,2023-12-01 18:34:32+00:00,erekir cloning core-units,['bug'],0.5225
9335,closed,Murzik179,2023-12-01 00:19:09+00:00,2023-12-01 01:58:11+00:00,game crashes,['bug'],1.6505555555555556
9327,closed,naren932,2023-11-29 05:22:56+00:00,2023-11-29 06:57:33+00:00,mindustry keeps crashing,['bug'],1.5769444444444445
9325,closed,JojoFR1,2023-11-28 15:29:52+00:00,2023-11-28 19:59:49+00:00,print draw align bottomleft as null variable and wrong highlight ,['bug'],4.4991666666666665
9322,closed,Dart25,2023-11-28 02:45:40+00:00,2023-11-28 10:28:42+00:00,crash on latest be build adding empty drawtext instruction and exiting.,['bug'],7.717222222222222
9320,closed,Ayushkiller,2023-11-27 17:01:43+00:00,2023-11-27 17:37:22+00:00,multiplayer and mod browser not working,['bug'],0.5941666666666666
9317,closed,odis182,2023-11-26 19:25:31+00:00,2023-11-26 19:37:03+00:00,hungry hungry ground factory,['bug'],0.1922222222222222
9311,closed,Durmiendo,2023-11-24 15:13:46+00:00,2023-11-24 19:31:00+00:00,bug a conveyers,['bug'],4.287222222222222
9301,closed,Rensen242,2023-11-21 22:35:24+00:00,2023-11-21 23:10:44+00:00,15k resources in the core,['bug'],0.5888888888888889
9300,closed,nvcbl,2023-11-21 14:22:59+00:00,2023-11-21 17:19:45+00:00,group intersects are partly broken,['bug'],2.946111111111111
9299,closed,skyon2,2023-11-20 08:51:28+00:00,2023-11-20 09:24:01+00:00,navannax can damage units at 0 crux unit damage multiplier,['bug'],0.5425
9298,closed,SkyeTheFoxyFox,2023-11-19 14:04:09+00:00,2023-11-19 15:53:18+00:00,world processors can be selected outside the editor by selecting another processor then clicking the wproc,['bug'],1.8191666666666666
9296,closed,XxsuperdeadlysniperxX,2023-11-19 02:36:47+00:00,2023-11-19 02:46:33+00:00,pathfind is broky #2 with the correct video this time,['bug'],0.16277777777777777
9292,closed,Nghiem-HuyHung-11222608,2023-11-18 11:56:21+00:00,2023-11-18 13:16:33+00:00,lost sector for no reason at all,['bug'],1.3366666666666667
9291,closed,CoCo-Snow,2023-11-18 11:12:25+00:00,2023-11-18 13:16:02+00:00,game crashes when playing custom sound,['bug'],2.060277777777778
9287,closed,uygsd,2023-11-18 04:17:10+00:00,2023-11-18 04:25:53+00:00,｢save & quit｣→｢quit｣,['bug'],0.14527777777777778
9284,closed,XxsuperdeadlysniperxX,2023-11-17 01:33:41+00:00,2023-11-17 02:50:41+00:00,pathfind is broky,['bug'],1.2833333333333334
9281,closed,JeanJPNM,2023-11-14 22:54:17+00:00,2023-11-15 02:38:54+00:00,integers with high value are not printed correctly,['bug'],3.743611111111111
9279,closed,swooboo,2023-11-14 16:00:53+00:00,2023-11-14 17:00:56+00:00,"""java.lang.indexoutofboundsexception"" when connecting to 23.88.73.88:14594",['bug'],1.0008333333333332
9275,closed,ProstoProlletariy,2023-11-13 14:57:55+00:00,2023-11-13 17:38:00+00:00,два ядра,['bug'],2.6680555555555556
9272,closed,v0vaku7ub,2023-11-12 12:49:35+00:00,2023-11-12 12:56:03+00:00,graphic card bug,['bug'],0.10777777777777778
9269,closed,SaksefonTM,2023-11-12 11:29:55+00:00,2023-11-12 14:49:15+00:00,achivement is given for a wrong thing,['bug'],3.3222222222222224
9267,closed,markalbert7,2023-11-12 03:41:49+00:00,2023-11-12 03:51:52+00:00,crash encounter,['bug'],0.1675
9265,closed,no112358,2023-11-11 22:18:20+00:00,2023-11-11 22:37:57+00:00,rebind controls not working,['bug'],0.3269444444444444
9260,closed,MagnumBasic,2023-11-10 05:52:31+00:00,2023-11-10 07:00:27+00:00,save export issue,['bug'],1.1322222222222222
9259,closed,aajkrvv,2023-11-09 07:56:28+00:00,2023-11-09 14:10:14+00:00,bouncing phenomenon,['bug'],6.229444444444445
9257,closed,ler0376,2023-11-08 10:57:51+00:00,2023-11-08 14:02:30+00:00,bridge pass over chain falsely accepting items.,['bug'],3.0775
9254,closed,Jocacaju,2023-11-07 21:22:21+00:00,2023-11-07 22:15:02+00:00,bug report,['bug'],0.8780555555555556
9252,closed,poggers16,2023-11-07 13:41:38+00:00,2023-11-07 13:51:23+00:00,weird graphical artifacts when i run the game,['bug'],0.1625
9250,closed,wang1986one,2023-11-07 01:46:07+00:00,2023-11-07 01:59:19+00:00,launch pad bug,['bug'],0.22
9248,closed,ApsZoldat,2023-11-06 18:03:16+00:00,2023-11-06 18:29:45+00:00,rts control bug,['bug'],0.4413888888888889
9247,closed,DaWolfyGamer,2023-11-06 10:10:14+00:00,2023-11-06 13:59:43+00:00,monos mining ore outside the map,['bug'],3.8247222222222224
9246,closed,wang1986one,2023-11-06 01:54:33+00:00,2023-11-06 02:14:43+00:00,unit summoning issue,['bug'],0.33611111111111114
9242,closed,X1nnh,2023-11-05 10:34:45+00:00,2023-11-05 13:30:21+00:00,map not loading,['bug'],2.9266666666666667
9239,closed,JasonP01,2023-11-04 20:52:23+00:00,2023-11-04 21:38:58+00:00,unit id overflow,['bug'],0.7763888888888889
9238,closed,lutz-fechner,2023-11-04 20:51:06+00:00,2023-11-04 21:35:51+00:00,can't start in raspberry pi 5 with current raspberry os,['bug'],0.7458333333333333
9232,closed,zeutd,2023-11-04 00:11:33+00:00,2023-11-04 00:18:57+00:00,json modded status effects doesn't reacts with others ,['bug'],0.12333333333333334
9225,closed,MisiekDP,2023-11-01 21:33:09+00:00,2023-11-01 21:53:44+00:00,outofmemoryerror,['bug'],0.34305555555555556
9224,closed,Alstin112,2023-11-01 20:18:36+00:00,2023-11-01 20:30:40+00:00,schematic builder getting erased with block breaking selector,['bug'],0.2011111111111111
9222,closed,TagGamer555,2023-11-01 12:38:41+00:00,2023-11-01 12:52:01+00:00,discord streaming does this to editor ui on the left,['bug'],0.2222222222222222
9220,closed,Austincraf1,2023-10-31 19:31:10+00:00,2023-10-31 19:51:14+00:00,crash when destroying an enemy core,['bug'],0.33444444444444443
9216,closed,squi2rel,2023-10-30 12:12:08+00:00,2023-10-30 13:45:53+00:00,while(true) problem,['bug'],1.5625
9213,closed,Cxyu629,2023-10-29 06:52:33+00:00,2023-10-29 14:23:31+00:00,ui bug for anglediff operation ,['bug'],7.516111111111111
9212,closed,Cxyu629,2023-10-29 06:47:20+00:00,2023-10-29 14:29:22+00:00,angle operation in processors being inaccurate,['bug'],7.700555555555556
9208,closed,Kenny-Ofc,2023-10-28 08:47:50+00:00,2023-10-28 13:29:35+00:00,mindustry crashed,['bug'],4.695833333333334
9200,closed,overdramaticpanromantic,2023-10-25 20:17:56+00:00,2023-10-26 11:16:13+00:00,shallowliquid not working in (h)json,['bug'],14.971388888888889
9197,closed,ljnacnud,2023-10-24 01:35:34+00:00,2023-10-24 01:48:01+00:00,save data lost/switched,['bug'],0.2075
9196,closed,DracarisRegalis,2023-10-23 20:33:16+00:00,2023-10-23 21:54:56+00:00,galaxy s7,['bug'],1.3611111111111112
9195,closed,SirDilbet,2023-10-23 15:08:39+00:00,2023-10-23 15:34:57+00:00,heat duplicating with 2x2 heat producing blocks + neoplasia reactor,['bug'],0.43833333333333335
9193,closed,Aotenshin,2023-10-22 18:09:31+00:00,2023-10-22 19:19:59+00:00,camera lag with pixelate option turned on.,['bug'],1.1744444444444444
9192,closed,delinter,2023-10-22 15:15:04+00:00,2023-10-22 15:23:22+00:00,pixel 4a5g,['bug'],0.13833333333333334
